CustomerID,TotalAmount,OrderCount,Quantity,AvgOrderValue
12428.0,7956.46,9,3536,884.0511111111111
12429.0,3750.4,4,1557,937.6
12430.0,256.4,1,117,256.4
12431.0,6487.45,15,2906,432.49666666666667
12432.0,5059.32,5,1801,1011.8639999999999
12433.0,13375.87,7,11071,1910.8385714285716
12434.0,806.14,2,394,403.07
12435.0,7829.89,2,2055,3914.945
12436.0,509.01,1,211,509.01
12437.0,4951.41,18,2922,275.0783333333333
12438.0,2906.85,2,1180,1453.425
12441.0,173.55,1,121,173.55
12442.0,172.06,1,182,172.06
12444.0,5005.46,5,1153,1001.092
12445.0,133.4,1,62,133.4
12446.0,1002.3100000000001,1,351,1002.3100000000001
12447.0,476.49,1,190,476.49
12448.0,449.45,1,243,449.45
12449.0,4067.29,4,1553,1016.8225
12450.0,197.88,2,128,98.94
12451.0,9035.52,5,6575,1807.104
12452.0,430.57,2,185,215.285
12453.0,707.09,1,473,707.09
12454.0,3528.34,1,1006,3528.34
12455.0,2466.86,6,2089,411.1433333333334
12456.0,3181.04,3,1633,1060.3466666666666
12457.0,2363.23,7,843,337.6042857142857
12458.0,947.4,2,506,473.7
12461.0,826.88,2,287,413.44
12462.0,1189.59,2,536,594.795
12463.0,1344.78,4,776,336.195
12464.0,1212.05,8,112,151.50625
12465.0,742.1899999999999,2,479,371.09499999999997
12468.0,729.5400000000001,2,366,364.77000000000004
12471.0,19824.05,30,8212,660.8016666666666
12472.0,6572.11,7,4148,938.8728571428571
12473.0,3938.5499999999997,5,2439,787.7099999999999
12474.0,7375.79,18,4847,409.7661111111111
12475.0,723.38,1,535,723.38
12476.0,6816.42,11,2408,619.6745454545454
12477.0,13219.74,6,3653,2203.29
12478.0,680.99,1,236,680.99
12479.0,527.2,1,385,527.2
12480.0,3281.63,4,1707,820.4075
12481.0,5596.32,10,3304,559.632
12483.0,2484.98,8,1110,310.6225
12484.0,4541.72,6,2191,756.9533333333334
12488.0,1298.66,3,529,432.8866666666667
12489.0,334.93,1,105,334.93
12490.0,5417.93,10,3064,541.793
12491.0,460.40000000000003,1,260,460.40000000000003
12492.0,263.21000000000004,2,192,131.60500000000002
12493.0,433.74,2,207,216.87
12494.0,1246.1000000000001,7,707,178.01428571428573
12497.0,1043.1,1,1236,1043.1
12498.0,403.70000000000005,3,159,134.5666666666667
12500.0,4257.82,11,2678,387.07454545454544
12501.0,2169.39,1,1783,2169.39
12502.0,3723.87,5,820,744.774
12504.0,482.04999999999995,2,90,241.02499999999998
12506.0,73.5,1,23,73.5
12507.0,1304.81,3,894,434.93666666666667
12508.0,398.27,2,272,199.135
12509.0,176.5,1,55,176.5
12510.0,982.5699999999999,2,353,491.28499999999997
12512.0,138.03,2,99,69.015
12513.0,612.29,1,462,612.29
12514.0,1017.68,1,440,1017.68
12515.0,383.7,1,131,383.7
12516.0,1312.06,2,875,656.03
12517.0,2502.84,5,1371,500.56800000000004
12518.0,2056.89,5,1318,411.378
12519.0,340.84,1,183,340.84
12520.0,2634.26,5,1439,526.8520000000001
12521.0,599.68,1,309,599.68
12522.0,192.72,2,194,96.36
12523.0,1789.77,11,865,162.70636363636365
12524.0,4485.72,8,3699,560.715
12526.0,1316.66,3,632,438.8866666666667
12527.0,348.71000000000004,3,234,116.23666666666668
12528.0,1933.48,6,756,322.24666666666667
12530.0,1662.28,4,913,415.57
12531.0,125.22,1,45,125.22
12532.0,349.83000000000004,1,153,349.83000000000004
12534.0,1089.18,1,651,1089.18
12535.0,716.35,2,219,358.175
12536.0,12601.830000000002,3,2803,4200.610000000001
12538.0,363.95,1,191,363.95
12539.0,5568.35,4,2067,1392.0875
12540.0,13400.24,17,6685,788.2494117647059
12541.0,981.18,3,680,327.06
12544.0,372.7,1,136,372.7
12545.0,1000.39,2,523,500.195
12546.0,1161.5,2,633,580.75
12547.0,207.79999999999998,2,134,103.89999999999999
12548.0,95.19999999999999,1,49,95.19999999999999
12550.0,964.83,1,569,964.83
12551.0,168.0,1,100,168.0
12552.0,437.82,2,88,218.91
12553.0,3692.28,10,1965,369.228
12556.0,603.71,2,358,301.855
12557.0,11990.960000000001,5,4384,2398.192
12558.0,269.96,1,196,269.96
12559.0,561.71,2,283,280.855
12560.0,2134.01,3,1110,711.3366666666667
12561.0,238.85,1,177,238.85
12562.0,3781.7400000000002,7,1779,540.2485714285715
12564.0,456.9,1,133,456.9
12565.0,145.92,1,80,145.92
12566.0,351.65,1,265,351.65
12567.0,9401.28,10,4305,940.128
12569.0,4124.69,32,1801,128.8965625
12571.0,519.61,2,523,259.805
12572.0,1020.42,2,452,510.21
12573.0,160.54000000000002,1,84,160.54000000000002
12574.0,218.45,1,61,218.45
12576.0,1315.83,5,967,263.166
12577.0,657.8,3,472,219.26666666666665
12578.0,2794.51,2,1196,1397.255
12579.0,440.42,1,285,440.42
12580.0,415.7,1,238,415.7
12581.0,197.71,1,161,197.71
12582.0,511.36,2,300,255.68
12583.0,7281.38,15,5060,485.42533333333336
12584.0,2338.15,9,416,259.7944444444445
12585.0,2040.1,2,1279,1020.05
12586.0,196.94000000000003,1,79,196.94000000000003
12587.0,144.0,1,51,144.0
12588.0,214.89999999999998,1,53,214.89999999999998
12589.0,646.68,2,306,323.34
12590.0,9864.26,2,4283,4932.13
12591.0,452.84999999999997,1,228,452.84999999999997
12592.0,437.6,2,290,218.8
12593.0,418.09999999999997,3,206,139.36666666666665
12594.0,3338.2200000000003,10,1777,333.822
12596.0,618.27,2,474,309.135
12597.0,3811.22,4,2236,952.805
12598.0,3023.08,8,1964,377.885
12599.0,1032.58,7,956,147.51142857142855
12600.0,2599.04,10,774,259.904
12601.0,577.0600000000001,5,245,115.412
12602.0,153.12,1,162,153.12
12603.0,739.1999999999999,1,63,739.1999999999999
12604.0,254.18,2,201,127.09
12607.0,1579.51,1,1228,1579.51
12609.0,1126.85,3,648,375.6166666666666
12610.0,2099.54,5,1049,419.908
12611.0,1193.32,1,846,1193.32
12612.0,704.0400000000001,1,262,704.0400000000001
12613.0,3344.38,5,1644,668.876
12614.0,315.6,1,76,315.6
12615.0,2291.19,4,1376,572.7975
12616.0,713.3,2,284,356.65
12617.0,355.53,1,213,355.53
12618.0,177.31,1,96,177.31
12619.0,3641.24,9,3378,404.5822222222222
12620.0,1339.41,3,1181,446.47
12621.0,13689.67,20,7440,684.4835
12622.0,180.1,1,69,180.1
12623.0,305.1,1,191,305.1
12624.0,641.13,2,355,320.565
12625.0,2683.82,2,1612,1341.91
12626.0,6620.48,9,3453,735.6088888888888
12627.0,4478.53,7,2752,639.79
12628.0,786.46,3,448,262.15333333333336
12630.0,1270.88,2,548,635.44
12631.0,640.5,1,236,640.5
12633.0,2163.98,4,1162,540.995
12635.0,1689.18,2,1172,844.59
12637.0,6021.9,8,3002,752.7375
12638.0,671.69,1,577,671.69
12639.0,486.1,1,201,486.1
12640.0,1174.58,3,311,391.52666666666664
12641.0,185.9,1,72,185.9
12642.0,1013.26,3,552,337.75333333333333
12643.0,3344.64,6,1808,557.4399999999999
12644.0,477.91,1,325,477.91
12645.0,1775.18,4,1084,443.795
12646.0,1346.97,2,897,673.485
12647.0,3722.82,12,1431,310.235
12648.0,318.05,1,160,318.05
12649.0,623.51,3,586,207.83666666666667
12650.0,314.44,1,254,314.44
12651.0,114.0,1,78,114.0
12652.0,919.98,1,505,919.98
12653.0,2209.85,2,919,1104.925
12654.0,601.98,5,264,120.396
12656.0,4051.17,5,1723,810.234
12657.0,1643.18,4,1044,410.795
12658.0,686.05,1,320,686.05
12659.0,91.68,1,105,91.68
12660.0,245.1,1,127,245.1
12662.0,3849.78,11,2058,349.98
12664.0,4881.88,9,1203,542.4311111111111
12665.0,63.0,1,37,63.0
12667.0,620.13,1,395,620.13
12668.0,3807.15,4,1634,951.7875
12669.0,2744.0299999999997,3,1115,914.6766666666666
12670.0,2996.05,5,1397,599.21
12672.0,225.89999999999998,1,78,225.89999999999998
12673.0,610.52,2,351,305.26
12674.0,1970.6,4,1133,492.65
12676.0,1331.39,6,670,221.89833333333334
12678.0,17628.46,12,10923,1469.0383333333332
12679.0,1113.02,4,554,278.255
12680.0,862.81,4,443,215.7025
12681.0,13787.54,22,7536,626.7063636363637
12682.0,12288.22,31,5575,396.3941935483871
12683.0,8476.57,15,4987,565.1046666666666
12684.0,2283.63,7,1985,326.23285714285714
12685.0,2863.08,6,1523,477.18
12686.0,89.14,1,107,89.14
12688.0,4873.8099999999995,1,3028,4873.8099999999995
12689.0,1247.61,2,628,623.805
12690.0,389.01,1,106,389.01
12691.0,1035.8,6,394,172.63333333333333
12693.0,855.91,4,255,213.9775
12694.0,869.67,2,509,434.835
12695.0,582.1,4,220,145.525
12697.0,957.59,3,508,319.19666666666666
12700.0,4939.99,4,2967,1234.9975
12701.0,797.71,2,678,398.855
12702.0,219.0,1,53,219.0
12703.0,283.55,1,164,283.55
12704.0,2340.84,8,1006,292.605
12705.0,6868.29,9,3997,763.1433333333333
12707.0,603.42,1,256,603.42
12708.0,2712.91,10,1307,271.291
12709.0,9736.52,15,3936,649.1013333333334
12710.0,1149.02,3,851,383.00666666666666
12712.0,4396.13,13,1062,338.1638461538462
12713.0,848.55,1,508,848.55
12714.0,4708.86,5,3069,941.7719999999999
12715.0,353.86,1,197,353.86
12716.0,1053.49,2,708,526.745
12717.0,1030.98,2,506,515.49
12718.0,238.25,1,203,238.25
12719.0,644.95,2,374,322.475
12720.0,5781.73,25,4672,231.26919999999998
12721.0,2656.13,6,1959,442.68833333333333
12722.0,997.63,4,566,249.4075
12723.0,725.07,5,434,145.014
12724.0,1031.41,4,445,257.8525
12725.0,427.8,1,164,427.8
12726.0,2609.1,7,3143,372.7285714285714
12727.0,3980.7,7,2098,568.6714285714286
12728.0,836.33,4,419,209.0825
12729.0,453.01,1,233,453.01
12731.0,18895.91,12,8437,1574.6591666666666
12732.0,236.26000000000002,1,111,236.26000000000002
12733.0,383.95,1,137,383.95
12734.0,110.39999999999999,1,88,110.39999999999999
12735.0,779.5699999999999,2,368,389.78499999999997
12736.0,234.0,1,173,234.0
12738.0,155.35,1,148,155.35
12739.0,1013.04,2,486,506.52
12740.0,427.6,1,342,427.6
12743.0,546.43,2,319,273.215
12744.0,21279.29,7,5241,3039.8985714285714
12747.0,4196.01,11,1275,381.4554545454546
12748.0,33719.73,209,25747,161.3384210526316
12749.0,4090.88,5,1471,818.176
12750.0,275.88,1,137,275.88
12752.0,4366.78,1,2262,4366.78
12753.0,21429.39,6,11421,3571.565
12754.0,3010.74,3,6481,1003.5799999999999
12755.0,3811.95,2,1491,1905.975
12756.0,112.07999999999998,1,144,112.07999999999998
12757.0,7857.1,13,2402,604.3923076923077
12758.0,2791.59,2,2135,1395.795
12759.0,1531.44,3,902,510.48
12762.0,1898.52,2,1227,949.26
12763.0,494.08,2,316,247.04
12764.0,1693.88,1,386,1693.88
12766.0,6989.63,7,3646,998.5185714285715
12769.0,1143.6,1,356,1143.6
12770.0,1351.45,1,743,1351.45
12772.0,892.47,1,556,892.47
12775.0,1386.04,5,877,277.20799999999997
12778.0,822.23,6,825,137.03833333333333
12779.0,3981.36,8,2024,497.67
12781.0,826.74,2,671,413.37
12782.0,2330.92,5,1086,466.184
12783.0,2225.91,6,624,370.98499999999996
12784.0,574.42,2,300,287.21
12785.0,311.95,1,131,311.95
12787.0,463.66,3,261,154.55333333333334
12789.0,91.85,1,4,91.85
12790.0,324.92,1,166,324.92
12791.0,192.60000000000002,1,97,192.60000000000002
12792.0,400.53999999999996,1,217,400.53999999999996
12793.0,545.48,2,295,272.74
12794.0,860.41,2,592,430.205
12795.0,430.48,1,68,430.48
12797.0,254.03,1,118,254.03
12798.0,6977.04,3,5256,2325.68
12802.0,427.58,1,314,427.58
12808.0,483.65000000000003,3,188,161.21666666666667
12809.0,489.31,1,220,489.31
12811.0,514.85,3,230,171.61666666666667
12812.0,229.64000000000001,1,164,229.64000000000001
12814.0,125.92,1,49,125.92
12815.0,1063.46,2,379,531.73
12816.0,572.2,2,128,286.1
12817.0,166.04,1,53,166.04
12818.0,1542.08,1,929,1542.08
12820.0,942.34,4,722,235.585
12821.0,92.72,1,70,92.72
12822.0,948.88,2,550,474.44
12823.0,1759.5,5,230,351.9
12824.0,397.12,1,232,397.12
12826.0,1474.72,7,1058,210.67428571428573
12827.0,430.15000000000003,3,197,143.38333333333335
12828.0,1018.71,6,494,169.785
12829.0,293.0,2,376,146.5
12830.0,6814.64,6,9848,1135.7733333333333
12831.0,215.05,1,135,215.05
12832.0,383.03,2,195,191.515
12833.0,417.38,1,156,417.38
12834.0,312.38,1,110,312.38
12836.0,2612.86,4,1064,653.215
12837.0,134.1,1,24,134.1
12838.0,683.13,2,359,341.565
12839.0,5591.42,14,3807,399.38714285714286
12840.0,2726.77,4,1511,681.6925
12841.0,4022.35,25,2757,160.894
12842.0,1118.99,2,547,559.495
12843.0,1702.26,8,781,212.7825
12844.0,325.96000000000004,2,125,162.98000000000002
12845.0,354.09,4,204,88.5225
12847.0,871.54,1,909,871.54
12849.0,1050.8899999999999,2,623,525.4449999999999
12851.0,135.18,1,109,135.18
12852.0,311.55,1,149,311.55
12853.0,1957.1000000000001,6,800,326.18333333333334
12854.0,1324.5,3,627,441.5
12855.0,38.1,1,30,38.1
12856.0,2179.93,6,1079,363.32166666666666
12857.0,1106.4,2,343,553.2
12863.0,521.2,1,188,521.2
12864.0,147.12,1,216,147.12
12865.0,1568.23,2,925,784.115
12866.0,559.12,1,171,559.12
12867.0,4036.82,7,4298,576.6885714285714
12868.0,1607.0600000000002,6,928,267.84333333333336
12871.0,380.64,2,200,190.32
12872.0,599.97,2,319,299.985
12873.0,374.0,1,128,374.0
12875.0,343.2300000000001,2,2019,171.61500000000004
12876.0,2218.02,2,1941,1109.01
12877.0,1535.77,12,1178,127.98083333333334
12878.0,854.99,2,547,427.495
12879.0,573.22,3,370,191.07333333333335
12881.0,298.0,1,21,298.0
12882.0,1463.04,2,246,731.52
12883.0,703.47,4,196,175.8675
12884.0,309.05,1,43,309.05
12885.0,1175.22,3,655,391.74
12886.0,1378.4,2,770,689.2
12888.0,354.12,2,76,177.06
12890.0,380.46999999999997,1,259,380.46999999999997
12891.0,331.0,3,950,110.33333333333333
12893.0,188.14,1,96,188.14
12895.0,372.8,2,210,186.4
12897.0,216.5,2,110,108.25
12901.0,17654.54,28,23075,630.5192857142857
12902.0,138.68,1,66,138.68
12904.0,509.58,2,302,254.79
12906.0,2919.81,5,1749,583.962
12908.0,750.0,2,1200,375.0
12909.0,2178.67,5,1280,435.73400000000004
12910.0,3075.04,8,1692,384.38
12912.0,1662.3,5,670,332.46
12913.0,2483.63,5,1419,496.726
12915.0,363.65,2,93,181.825
12916.0,3006.15,4,1119,751.5375
12917.0,594.0,1,120,594.0
12919.0,1335.19,6,673,222.53166666666667
12920.0,164.23,1,129,164.23
12921.0,16587.09,37,9526,448.29972972972973
12922.0,405.38,1,370,405.38
12923.0,176.97,1,69,176.97
12924.0,933.7,4,481,233.425
12925.0,694.05,2,541,347.025
12928.0,2062.7000000000003,5,1472,412.5400000000001
12929.0,117.85,1,37,117.85
12930.0,415.8,2,252,207.9
12931.0,42055.96,15,28004,2803.730666666667
12933.0,607.53,3,499,202.51
12935.0,2160.7,7,1853,308.6714285714285
12936.0,1063.9,4,559,265.975
12937.0,1504.27,4,1007,376.0675
12938.0,114.14,1,140,114.14
12939.0,11581.8,8,4876,1447.725
12940.0,913.54,2,411,456.77
12942.0,683.9,3,203,227.96666666666667
12944.0,604.51,2,289,302.255
12945.0,462.95,1,165,462.95
12947.0,1603.99,6,1165,267.33166666666665
12948.0,2064.95,7,1080,294.99285714285713
12949.0,4167.22,8,2381,520.9025
12950.0,1843.0,3,1380,614.3333333333334
12951.0,1064.07,6,503,177.345
12952.0,1387.79,4,653,346.9475
12953.0,329.85,1,84,329.85
12955.0,4757.16,11,3664,432.4690909090909
12956.0,108.07,1,34,108.07
12957.0,4017.54,8,2549,502.1925
12962.0,266.39,2,129,133.195
12963.0,1856.63,8,881,232.07875
12965.0,771.91,1,283,771.91
12966.0,160.18,1,75,160.18
12967.0,1660.9,2,438,830.45
12968.0,135.95,1,73,135.95
12970.0,452.24,4,310,113.06
12971.0,11189.91,86,9289,130.11523255813952
12974.0,144.8,1,24,144.8
12976.0,738.6,1,561,738.6
12977.0,39.239999999999995,1,12,39.239999999999995
12980.0,7374.900000000001,9,886,819.4333333333334
12981.0,372.21999999999997,2,242,186.10999999999999
12982.0,390.54,1,288,390.54
12984.0,97.5,1,26,97.5
12985.0,1239.38,2,1533,619.69
12987.0,558.7,2,219,279.35
12988.0,535.32,1,136,535.32
12989.0,6924.110000000001,15,2943,461.6073333333334
12990.0,409.5,3,200,136.5
12991.0,503.76,2,405,251.88
12993.0,414.76,4,240,103.69
12994.0,974.4200000000001,3,459,324.8066666666667
12995.0,211.32,1,108,211.32
12997.0,1226.89,4,664,306.7225
12999.0,455.88,3,342,151.96
13000.0,534.85,3,379,178.28333333333333
13001.0,9818.82,13,5505,755.2938461538462
13002.0,120.94999999999999,1,73,120.94999999999999
13003.0,149.05,3,103,49.68333333333334
13004.0,5655.91,18,4822,314.21722222222223
13005.0,513.7,2,172,256.85
13006.0,81.57,1,55,81.57
13008.0,229.46999999999997,1,175,229.46999999999997
13011.0,50.550000000000004,1,13,50.550000000000004
13012.0,1661.8400000000001,8,824,207.73000000000002
13013.0,4810.9400000000005,13,2224,370.07230769230773
13014.0,3466.2799999999997,10,905,346.628
13015.0,3346.28,5,1617,669.2560000000001
13016.0,789.89,3,527,263.2966666666667
13017.0,204.0,1,48,204.0
13018.0,7277.7,28,5435,259.91785714285714
13021.0,2616.38,9,1352,290.7088888888889
13023.0,689.9,2,286,344.95
13026.0,975.36,5,1620,195.072
13027.0,6912.0,6,17280,1152.0
13028.0,661.3199999999999,2,798,330.65999999999997
13029.0,1247.5,3,134,415.8333333333333
13030.0,799.48,2,394,399.74
13032.0,1010.18,2,375,505.09
13033.0,190.55,1,83,190.55
13034.0,642.77,2,369,321.385
13035.0,921.88,2,644,460.94
13037.0,881.07,3,431,293.69
13038.0,908.46,3,360,302.82
13040.0,676.99,2,355,338.495
13043.0,516.42,1,254,516.42
13044.0,560.47,1,429,560.47
13045.0,305.28000000000003,1,221,305.28000000000003
13046.0,629.31,2,264,314.655
13047.0,3237.54,10,1391,323.754
13048.0,1835.91,4,1238,458.9775
13049.0,656.6800000000001,2,268,328.34000000000003
13050.0,5836.86,17,3748,343.3447058823529
13052.0,348.15000000000003,1,222,348.15000000000003
13055.0,1214.41,3,894,404.80333333333334
13058.0,271.40000000000003,3,52,90.46666666666668
13059.0,183.4,1,35,183.4
13060.0,307.53,1,123,307.53
13061.0,248.61,1,107,248.61
13062.0,346.98,1,343,346.98
13064.0,1119.49,4,516,279.8725
13065.0,205.86,1,74,205.86
13066.0,470.8,2,322,235.4
13067.0,115.46000000000001,1,32,115.46000000000001
13068.0,344.0,2,200,172.0
13069.0,4436.12,24,5885,184.83833333333334
13070.0,228.8,1,110,228.8
13072.0,177.15,1,69,177.15
13075.0,919.61,1,485,919.61
13077.0,729.27,4,863,182.3175
13078.0,12627.94,26,5630,485.69
13079.0,220.10000000000002,5,62,44.02
13080.0,58.08,1,120,58.08
13081.0,28337.38,11,19068,2576.1254545454544
13082.0,3613.63,9,4324,401.51444444444445
13083.0,303.75,2,187,151.875
13085.0,416.08000000000004,2,216,208.04000000000002
13089.0,58825.83,97,31070,606.4518556701031
13090.0,8910.82,14,2263,636.4871428571429
13091.0,345.82,1,466,345.82
13092.0,477.83,5,279,95.566
13093.0,7832.47,8,3961,979.05875
13094.0,1927.3200000000002,12,1716,160.61
13095.0,74.39999999999999,1,144,74.39999999999999
13097.0,6010.42,10,2363,601.042
13098.0,28882.44,28,15968,1031.5157142857142
13099.0,207.35999999999999,1,288,207.35999999999999
13101.0,101.19,1,113,101.19
13102.0,6424.09,24,4204,267.67041666666665
13103.0,243.94,1,82,243.94
13104.0,1098.48,6,504,183.08
13106.0,76.5,1,18,76.5
13107.0,1531.6200000000001,4,1293,382.90500000000003
13108.0,350.06,1,298,350.06
13109.0,786.54,2,520,393.27
13110.0,1488.67,7,388,212.66714285714286
13113.0,12245.960000000001,24,3045,510.2483333333334
13115.0,2294.78,4,1567,573.695
13116.0,501.14,1,291,501.14
13117.0,984.91,8,945,123.11375
13118.0,1197.81,5,410,239.56199999999998
13120.0,30.599999999999998,1,12,30.599999999999998
13121.0,283.73,1,252,283.73
13122.0,922.39,2,585,461.195
13124.0,3866.33,3,2147,1288.7766666666666
13126.0,2099.64,8,2143,262.455
13127.0,259.17,1,127,259.17
13130.0,64.0,1,32,64.0
13131.0,1073.3,3,447,357.76666666666665
13132.0,77.3,1,20,77.3
13133.0,109.8,2,32,54.9
13134.0,1793.58,4,1059,448.395
13135.0,3096.0,1,4300,3096.0
13136.0,2607.61,5,1328,521.522
13137.0,3650.41,8,2226,456.30125
13138.0,962.39,6,473,160.39833333333334
13139.0,5064.94,7,2425,723.5628571428571
13140.0,423.72,3,186,141.24
13141.0,2388.75,5,1548,477.75
13142.0,307.09,1,258,307.09
13144.0,110.95,1,21,110.95
13145.0,618.52,4,145,154.63
13146.0,228.91,1,154,228.91
13147.0,712.8000000000001,4,144,178.20000000000002
13148.0,3707.12,12,1975,308.9266666666667
13149.0,1676.06,4,1280,419.015
13151.0,1257.8700000000001,1,363,1257.8700000000001
13153.0,486.22,1,418,486.22
13155.0,971.76,4,497,242.94
13157.0,1741.22,4,1439,435.305
13158.0,1201.06,4,784,300.265
13159.0,1437.85,4,1059,359.4625
13160.0,91.8,1,56,91.8
13161.0,112.75,1,29,112.75
13162.0,1688.29,4,1713,422.0725
13165.0,1021.48,2,1376,510.74
13166.0,417.2,1,216,417.2
13167.0,791.33,4,785,197.8325
13168.0,1319.19,4,682,329.7975
13169.0,712.88,2,272,356.44
13170.0,116.00999999999999,1,147,116.00999999999999
13171.0,468.41,3,229,156.13666666666668
13173.0,353.65,2,277,176.825
13174.0,2817.03,3,1395,939.0100000000001
13176.0,492.84,1,453,492.84
13177.0,282.45,1,91,282.45
13178.0,5725.47,11,3570,520.4972727272727
13182.0,121.18,1,201,121.18
13183.0,3957.78,9,2208,439.75333333333333
13184.0,1701.29,10,1692,170.129
13185.0,71.4,1,12,71.4
13186.0,1575.89,3,820,525.2966666666667
13187.0,236.02,1,95,236.02
13188.0,114.60000000000001,1,25,114.60000000000001
13189.0,260.68,2,842,130.34
13192.0,911.94,2,595,455.97
13193.0,117.88,1,50,117.88
13194.0,60.7,1,26,60.7
13196.0,1797.78,4,1224,449.445
13198.0,3401.2400000000002,6,2648,566.8733333333333
13199.0,9817.12,38,6176,258.34526315789475
13200.0,870.09,4,516,217.5225
13203.0,869.46,4,800,217.365
13207.0,250.26000000000002,2,130,125.13000000000001
13208.0,1223.9,6,804,203.98333333333335
13209.0,5891.61,8,4253,736.45125
13210.0,353.48,1,316,353.48
13211.0,1197.42,3,874,399.14000000000004
13212.0,788.08,3,310,262.6933333333333
13213.0,1520.58,5,1360,304.116
13216.0,333.74,1,297,333.74
13217.0,533.98,3,262,177.99333333333334
13218.0,62.63999999999999,1,88,62.63999999999999
13220.0,819.2900000000001,4,196,204.82250000000002
13221.0,847.41,2,244,423.705
13223.0,163.20000000000002,2,88,81.60000000000001
13224.0,2155.95,2,1518,1077.975
13225.0,6463.84,7,3416,923.4057142857143
13226.0,108.21000000000001,1,80,108.21000000000001
13227.0,257.7,1,99,257.7
13228.0,358.0,1,200,358.0
13229.0,160.95,1,63,160.95
13230.0,2806.97,14,1665,200.49785714285713
13232.0,1357.6,7,778,193.94285714285712
13233.0,605.12,2,1004,302.56
13235.0,1031.07,1,441,1031.07
13236.0,744.85,2,416,372.425
13238.0,700.73,4,298,175.1825
13239.0,329.56,1,327,329.56
13240.0,663.65,4,298,165.9125
13242.0,270.40000000000003,3,130,90.13333333333334
13243.0,600.07,1,233,600.07
13244.0,121.74000000000001,1,38,121.74000000000001
13245.0,430.5,1,125,430.5
13246.0,1987.3,6,1602,331.21666666666664
13247.0,501.12,4,328,125.28
13248.0,465.68,2,305,232.84
13249.0,711.41,3,546,237.13666666666666
13253.0,1030.4,2,1572,515.2
13255.0,399.51,2,177,199.755
13258.0,698.58,3,287,232.86
13259.0,292.32,1,132,292.32
13260.0,557.62,1,142,557.62
13261.0,944.1,2,210,472.05
13262.0,200.29,1,125,200.29
13263.0,7454.07,35,4780,212.97342857142857
13265.0,2107.66,5,1752,421.532
13266.0,3834.2599999999998,12,4428,319.52166666666665
13267.0,4521.49,19,1969,237.97315789473683
13268.0,3214.69,11,3658,292.24454545454546
13269.0,5346.2300000000005,15,3514,356.41533333333336
13270.0,590.0,1,200,590.0
13271.0,217.38,1,253,217.38
13272.0,276.56,2,96,138.28
13273.0,138.98,1,153,138.98
13276.0,590.9300000000001,2,161,295.46500000000003
13277.0,258.4,4,176,64.6
13278.0,542.73,1,537,542.73
13279.0,137.75,1,73,137.75
13280.0,814.86,3,522,271.62
13282.0,1132.14,3,307,377.38000000000005
13283.0,93.66,2,90,46.83
